duration,protocol_type,service,flag,src_bytes,dst_bytes,land,wrong_fragment,urgent,hot,num_failed_logins,logged_in,num_compromised,root_shell,su_attempted,num_root,num_file_creations,num_shells,num_access_files,num_outbound_cmds,is_host_login,is_guest_login,count,srv_count,serror_rate,srv_serror_rate,rerror_rate,srv_rerror_rate,same_srv_rate,diff_srv_rate,srv_diff_host_rate,dst_host_count,dst_host_srv_count,dst_host_same_srv_rate,dst_host_diff_srv_rate,dst_host_same_src_port_rate,dst_host_srv_diff_host_rate,dst_host_serror_rate,dst_host_srv_serror_rate,dst_host_rerror_rate,dst_host_srv_rerror_rate,label,difficulty_level
5,udp,ftp_data,SF,800,5301,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,6,0.03,0.03,0,0,0.94,0.06,0,50,158,0.89,0.11,0,0,0,0,0,0,normal,21
1,udp,ftp_data,SF,1940,7215,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,7,0.02,0.02,0,0,0.99,0.01,0,110,20,0.94,0.06,0,0,0,0,0,0,normal,21
2,tcp,http,SF,1343,9918,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,8,12,0.03,0.03,0,0,0.94,0.06,0,252,238,0.96,0.04,0,0,0,0,0,0,normal,21
2,tcp,http,SF,898,13956,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,11,8,0.0,0.0,0,0,0.94,0.06,0,138,108,0.86,0.14,0,0,0,0,0,0,normal,21
0,tcp,private,REJ,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,348,134,0.83,0.83,0,0,0.99,0.06,0,255,4,0.14,0,0,0,0.83,0,0,0,back,20
10,tcp,ftp_data,SF,424,13651,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,7,7,0.02,0.02,0,0,0.94,0.06,0,223,107,0.91,0.09,0,0,0,0,0,0,normal,21
0,icmp,ecr_i,SF,1032,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,313,382,0.0,0.0,0,0,0.92,0.02,0,255,255,1.0,0,0,0,0.0,0,0,0,smurf,18
0,tcp,private,REJ,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,464,181,0.81,0.81,0,0,1.0,0.08,0,255,49,0.05,0,0,0,0.81,0,0,0,neptune,20
4,tcp,http,SF,1861,13868,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,10,10,0.04,0.04,0,0,0.99,0.01,0,113,78,0.88,0.12,0,0,0,0,0,0,normal,21
9,udp,ftp_data,SF,1718,6728,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,10,10,0.02,0.02,0,0,0.95,0.05,0,101,71,1.0,0.0,0,0,0,0,0,0,normal,21
27,tcp,telnet,SF,496,2940,0,0,0,2,4,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,16,23,0,0,0,0,0,0,0,0,guess_passwd,11
0,tcp,private,REJ,36,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,1,0,0,0,0,0.05,0.92,0,182,1,0,0.85,0.64,0,0,0,0,0,nmap,16
4,tcp,ftp_data,SF,936,7134,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,4,7,0.03,0.03,0,0,0.95,0.05,0,10,243,0.89,0.11,0,0,0,0,0,0,normal,21
0,tcp,private,REJ,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,209,435,0.92,0.92,0,0,0.97,0.07,0,255,19,0.1,0,0,0,0.92,0,0,0,back,15
1,udp,http,SF,177,2769,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,10,10,0.02,0.02,0,0,0.93,0.07,0,217,151,0.87,0.13,0,0,0,0,0,0,normal,21
47,tcp,telnet,SF,176,1386,0,0,0,3,5,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,17,28,0,0,0,0,0,0,0,0,guess_passwd,14
5,udp,http,SF,541,331,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,11,0.01,0.01,0,0,0.99,0.01,0,126,49,0.87,0.13,0,0,0,0,0,0,normal,21
0,icmp,ecr_i,SF,1032,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,324,453,0.0,0.0,0,0,0.94,0.09,0,255,255,1.0,0,0,0,0.0,0,0,0,smurf,19
6,tcp,smtp,SF,1151,8038,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,5,0.0,0.0,0,0,0.99,0.01,0,24,218,0.89,0.11,0,0,0,0,0,0,normal,21
6,tcp,domain_u,SF,1334,620,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,4,0.02,0.02,0,0,0.99,0.01,0,72,189,0.88,0.12,0,0,0,0,0,0,normal,21
9,tcp,domain_u,SF,2290,1753,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,5,0.02,0.02,0,0,0.92,0.08,0,62,50,0.91,0.09,0,0,0,0,0,0,normal,21
9,tcp,http,SF,676,1724,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,9,0.01,0.01,0,0,0.94,0.06,0,198,145,0.85,0.15,0,0,0,0,0,0,normal,21
5,udp,domain_u,SF,1437,3096,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,8,0.04,0.04,0,0,0.95,0.05,0,43,83,0.89,0.11,0,0,0,0,0,0,normal,21
3,tcp,other,SF,14,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0.15,0.63,0,216,5,0,0.88,0.63,0,0,0,0,0,portsweep,14
3,udp,http,SF,1954,8456,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,4,0.02,0.02,0,0,0.95,0.05,0,35,198,0.92,0.08,0,0,0,0,0,0,normal,21
5,tcp,http,SF,1338,13515,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3,4,0.03,0.03,0,0,0.99,0.01,0,15,237,0.89,0.11,0,0,0,0,0,0,normal,21
30,tcp,telnet,SF,229,2858,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,6,3,0,0,0,0,0,0,0,0,guess_passwd,10
0,icmp,ecr_i,SF,1032,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,431,127,0.0,0.0,0,0,0.94,0.01,0,255,255,1.0,0,0,0,0.0,0,0,0,smurf,20
4,icmp,other,SF,26,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0.15,0.77,0,195,4,0,0.71,0.82,0,0,0,0,0,satan,17
0,icmp,ecr_i,SF,1032,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,144,345,0.0,0.0,0,0,0.91,0.01,0,255,255,1.0,0,0,0,0.0,0,0,0,smurf,17
6,udp,http,SF,1156,3685,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,12,5,0.03,0.03,0,0,0.95,0.05,0,12,206,0.93,0.07,0,0,0,0,0,0,normal,21
0,tcp,http,S0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,257,491,0.82,0.82,0,0,0.97,0.05,0,255,15,0.09,0,0,0,0.82,0,0,0,neptune,20
6,tcp,ftp_data,SF,1737,12567,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,15,6,0.02,0.02,0,0,0.94,0.06,0,136,15,0.95,0.05,0,0,0,0,0,0,normal,21
10,tcp,http,SF,1481,8017,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,12,4,0.03,0.03,0,0,0.99,0.01,0,252,184,0.98,0.02,0,0,0,0,0,0,normal,21
0,tcp,private,S0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,312,363,0.84,0.84,0,0,0.98,0.04,0,255,34,0.01,0,0,0,0.84,0,0,0,neptune,20
5,tcp,http,SF,1436,9260,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,10,0.02,0.02,0,0,0.99,0.01,0,112,91,0.92,0.08,0,0,0,0,0,0,normal,21
0,icmp,eco_i,REJ,84,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,1,0,0,0,0,0.2,0.8,0,169,7,0,0.83,0.96,0,0,0,0,0,satan,13
1,icmp,other,SH,99,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,1,0,0,0,0,0.09,0.72,0,248,5,0,0.54,0.96,0,0,0,0,0,satan,16
0,tcp,http,S0,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,217,295,0.99,0.99,0,0,0.98,0.05,0,255,35,0.01,0,0,0,0.99,0,0,0,neptune,20
0,tcp,http,S0,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,460,340,0.86,0.86,0,0,0.95,0.05,0,255,20,0.1,0,0,0,0.86,0,0,0,back,20
1,tcp,smtp,SF,394,2100,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,4,8,0.02,0.02,0,0,0.96,0.04,0,169,230,1.0,0.0,0,0,0,0,0,0,normal,21
0,tcp,http,S0,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,165,424,0.97,0.97,0,0,0.98,0.05,0,255,3,0.11,0,0,0,0.97,0,0,0,teardrop,15
9,tcp,ftp_data,SF,1396,1054,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,10,4,0.03,0.03,0,0,0.9,0.1,0,108,63,0.92,0.08,0,0,0,0,0,0,normal,21
6,udp,domain_u,SF,852,10828,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,1,0.02,0.02,0,0,0.94,0.06,0,24,28,0.89,0.11,0,0,0,0,0,0,normal,21
5,tcp,private,SH,81,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,1,0,0,0,0,0.19,0.92,0,226,8,0,0.75,0.85,0,0,0,0,0,portsweep,13
3,tcp,http,SF,2482,4500,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,13,8,0.01,0.01,0,0,0.95,0.05,0,211,235,0.91,0.09,0,0,0,0,0,0,normal,21
10,tcp,http,SF,1274,5693,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,5,6,0.02,0.02,0,0,0.93,0.07,0,127,75,0.95,0.05,0,0,0,0,0,0,normal,21
2,icmp,other,RSTO,59,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0.05,0.89,0,213,8,0,0.83,0.65,0,0,0,0,0,ipsweep,15
25,tcp,ftp,SF,223,2980,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,6,27,0,0,0,0,0,0,0,0,warezclient,14
8,udp,http,SF,553,7248,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,12,12,0.0,0.0,0,0,0.91,0.09,0,162,206,0.96,0.04,0,0,0,0,0,0,normal,21
8,udp,http,SF,1821,12560,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,7,7,0.01,0.01,0,0,0.9,0.1,0,170,70,0.94,0.06,0,0,0,0,0,0,normal,21
0,tcp,private,REJ,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,198,313,0.87,0.87,0,0,0.98,0.03,0,255,6,0.14,0,0,0,0.87,0,0,0,teardrop,19
1,tcp,smtp,SF,1357,3706,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,7,7,0.02,0.02,0,0,0.94,0.06,0,220,183,0.9,0.1,0,0,0,0,0,0,normal,21
0,tcp,http,REJ,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,287,266,0.91,0.91,0,0,0.98,0.0,0,255,42,0.02,0,0,0,0.91,0,0,0,neptune,18
0,tcp,http,S0,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,431,368,0.87,0.87,0,0,0.94,0.08,0,255,28,0.02,0,0,0,0.87,0,0,0,teardrop,16
0,tcp,http,REJ,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,237,132,0.95,0.95,0,0,0.92,0.01,0,255,2,0.14,0,0,0,0.95,0,0,0,teardrop,20
0,tcp,private,REJ,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,252,103,0.99,0.99,0,0,0.94,0.09,0,255,28,0.09,0,0,0,0.99,0,0,0,teardrop,19
7,udp,http,SF,1389,12644,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,7,6,0.04,0.04,0,0,0.97,0.03,0,251,69,0.89,0.11,0,0,0,0,0,0,normal,21
91,tcp,telnet,SF,2999,5841,0,0,0,0,0,1,0,1,1,4,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,5,16,0,0,0,0,0,0,0,0,buffer_overflow,5
0,icmp,ecr_i,SF,1032,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,142,189,0.0,0.0,0,0,0.96,0.08,0,255,255,1.0,0,0,0,0.0,0,0,0,smurf,20
4,tcp,private,SH,77,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,1,0,0,0,0,0.13,0.71,0,221,3,0,0.55,0.98,0,0,0,0,0,portsweep,16
0,icmp,eco_i,RSTO,98,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,1,0,0,0,0,0.08,0.64,0,226,3,0,0.86,0.64,0,0,0,0,0,ipsweep,15
0,tcp,domain_u,SF,1295,742,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,11,0.02,0.02,0,0,0.96,0.04,0,190,57,0.88,0.12,0,0,0,0,0,0,normal,21
0,tcp,http,REJ,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,213,181,0.96,0.96,0,0,0.96,0.0,0,255,25,0.09,0,0,0,0.96,0,0,0,back,15
0,tcp,http,S0,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,451,314,0.81,0.81,0,0,0.91,0.08,0,255,42,0.01,0,0,0,0.81,0,0,0,neptune,17
0,tcp,http,SF,279,12826,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,6,1,0.01,0.01,0,0,0.95,0.05,0,17,229,0.94,0.06,0,0,0,0,0,0,normal,21
5,udp,smtp,SF,1493,5414,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,5,0.02,0.02,0,0,0.92,0.08,0,160,229,0.85,0.15,0,0,0,0,0,0,normal,21
7,tcp,smtp,SF,578,13837,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,6,11,0.02,0.02,0,0,0.96,0.04,0,194,237,0.99,0.01,0,0,0,0,0,0,normal,21
0,tcp,http,REJ,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,439,349,0.87,0.87,0,0,0.95,0.03,0,255,42,0.14,0,0,0,0.87,0,0,0,back,17
4,tcp,ftp_data,SF,2297,3847,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,6,12,0.03,0.03,0,0,0.92,0.08,0,153,141,0.98,0.02,0,0,0,0,0,0,normal,21
0,tcp,http,REJ,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,417,175,0.99,0.99,0,0,0.93,0.09,0,255,20,0.05,0,0,0,0.99,0,0,0,neptune,19
9,tcp,http,SF,2391,11577,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,15,9,0.04,0.04,0,0,0.93,0.07,0,188,60,0.95,0.05,0,0,0,0,0,0,normal,21
10,tcp,http,SF,1073,7621,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3,1,0.0,0.0,0,0,0.94,0.06,0,35,80,0.9,0.1,0,0,0,0,0,0,normal,21
0,tcp,private,S0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,348,392,0.95,0.95,0,0,0.98,0.1,0,255,45,0.12,0,0,0,0.95,0,0,0,back,17
9,tcp,http,SF,1137,10534,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,10,0.03,0.03,0,0,0.96,0.04,0,167,174,0.98,0.02,0,0,0,0,0,0,normal,21
1,tcp,http,SF,558,10213,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,10,10,0.02,0.02,0,0,1.0,0.0,0,239,124,0.95,0.05,0,0,0,0,0,0,normal,21
2,tcp,domain_u,SF,1695,3089,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,8,0.01,0.01,0,0,0.91,0.09,0,131,72,0.94,0.06,0,0,0,0,0,0,normal,21
3,tcp,smtp,SF,647,10865,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,15,4,0.03,0.03,0,0,0.95,0.05,0,139,203,0.97,0.03,0,0,0,0,0,0,normal,21
1,udp,http,SF,2342,3007,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,9,1,0.0,0.0,0,0,0.96,0.04,0,93,85,0.98,0.02,0,0,0,0,0,0,normal,21
8,tcp,domain_u,SF,885,6999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,2,0.02,0.02,0,0,0.93,0.07,0,224,106,0.88,0.12,0,0,0,0,0,0,normal,21
0,tcp,eco_i,RSTO,32,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,1,0,0,0,0,0.2,0.8,0,245,4,0,0.6,0.85,0,0,0,0,0,portsweep,14
0,tcp,private,REJ,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,214,247,0.89,0.89,0,0,0.95,0.05,0,255,43,0.15,0,0,0,0.89,0,0,0,back,15
9,udp,ftp_data,SF,2352,14434,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,11,12,0.05,0.05,0,0,0.96,0.04,0,139,114,0.99,0.01,0,0,0,0,0,0,normal,21
10,tcp,domain_u,SF,318,7156,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,10,0.01,0.01,0,0,0.98,0.02,0,212,196,0.9,0.1,0,0,0,0,0,0,normal,21
2,icmp,eco_i,SH,33,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,1,0,0,0,0,0.15,0.87,0,152,8,0,0.81,0.79,0,0,0,0,0,ipsweep,13
2,udp,ftp_data,SF,1278,11517,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,9,0.03,0.03,0,0,0.91,0.09,0,145,153,0.99,0.01,0,0,0,0,0,0,normal,21
0,tcp,http,REJ,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,430,458,0.93,0.93,0,0,0.99,0.02,0,255,15,0.01,0,0,0,0.93,0,0,0,teardrop,16
8,tcp,domain_u,SF,1419,6488,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,9,0.05,0.05,0,0,0.9,0.1,0,29,120,0.87,0.13,0,0,0,0,0,0,normal,21
0,tcp,ftp_data,SF,1182,13778,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,5,1,0.02,0.02,0,0,0.91,0.09,0,249,253,0.9,0.1,0,0,0,0,0,0,normal,21
0,tcp,private,REJ,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,146,103,0.98,0.98,0,0,0.97,0.04,0,255,21,0.03,0,0,0,0.98,0,0,0,teardrop,15
5,icmp,eco_i,SF,11,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,1,0,0,0,0,0.17,0.69,0,228,9,0,0.51,0.62,0,0,0,0,0,satan,13
0,tcp,http,S0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,510,170,0.8,0.8,0,0,0.92,0.08,0,255,38,0.15,0,0,0,0.8,0,0,0,teardrop,17
0,tcp,http,REJ,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,213,122,0.85,0.85,0,0,0.97,0.02,0,255,39,0.12,0,0,0,0.85,0,0,0,back,20
5,tcp,ftp_data,SF,2356,14140,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,5,0.02,0.02,0,0,0.98,0.02,0,174,161,0.89,0.11,0,0,0,0,0,0,normal,21
0,icmp,ecr_i,SF,1032,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,203,135,0.0,0.0,0,0,0.99,0.09,0,255,255,1.0,0,0,0,0.0,0,0,0,smurf,19
2,tcp,eco_i,SH,28,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,1,0,0,0,0,0.17,0.72,0,185,9,0,0.84,0.93,0,0,0,0,0,nmap,12
5,tcp,domain_u,SF,299,9392,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,10,0.02,0.02,0,0,0.94,0.06,0,57,86,0.86,0.14,0,0,0,0,0,0,normal,21
8,udp,ftp_data,SF,307,12654,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,4,7,0.04,0.04,0,0,0.98,0.02,0,100,38,0.88,0.12,0,0,0,0,0,0,normal,21
0,tcp,private,SH,12,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,1,0,0,0,0,0.1,0.63,0,206,8,0,0.72,0.64,0,0,0,0,0,nmap,17
7,udp,smtp,SF,2042,14293,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,14,5,0.02,0.02,0,0,0.95,0.05,0,204,76,0.88,0.12,0,0,0,0,0,0,normal,21
2,tcp,smtp,SF,152,606,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,6,10,0.05,0.05,0,0,0.91,0.09,0,209,40,0.85,0.15,0,0,0,0,0,0,normal,21
3,udp,domain_u,SF,2055,11999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,2,0.03,0.03,0,0,0.99,0.01,0,218,156,0.94,0.06,0,0,0,0,0,0,normal,21
0,icmp,ecr_i,SF,1032,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,443,273,0.0,0.0,0,0,0.99,0.07,0,255,255,1.0,0,0,0,0.0,0,0,0,smurf,16
115,tcp,telnet,SF,1920,3131,0,0,0,0,0,1,0,1,1,1,3,0,0,0,0,0,1,1,0,0,0,0,0,0,0,16,3,0,0,0,0,0,0,0,0,loadmodule,5
1,tcp,ftp_data,SF,2211,5732,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,5,8,0.01,0.01,0,0,0.96,0.04,0,209,178,0.86,0.14,0,0,0,0,0,0,normal,21
5,tcp,domain_u,SF,593,2555,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,10,0.03,0.03,0,0,0.94,0.06,0,172,72,0.94,0.06,0,0,0,0,0,0,normal,21
1,udp,domain_u,SF,910,1184,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,8,0.03,0.03,0,0,0.91,0.09,0,42,221,0.86,0.14,0,0,0,0,0,0,normal,21
5,tcp,private,SF,73,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,1,0,0,0,0,0.18,0.92,0,248,3,0,0.62,0.64,0,0,0,0,0,ipsweep,14
9,tcp,ftp_data,SF,1461,9863,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3,7,0.03,0.03,0,0,0.98,0.02,0,247,154,0.99,0.01,0,0,0,0,0,0,normal,21
10,tcp,domain_u,SF,996,10819,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,0.01,0.01,0,0,0.96,0.04,0,180,243,0.92,0.08,0,0,0,0,0,0,normal,21
4,tcp,private,REJ,38,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,1,0,0,0,0,0.11,0.83,0,197,2,0,0.59,0.89,0,0,0,0,0,ipsweep,12
3,tcp,http,SF,1858,13838,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,9,10,0.01,0.01,0,0,1.0,0.0,0,139,72,0.99,0.01,0,0,0,0,0,0,normal,21
0,icmp,private,SF,8,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,0,0,0.14,0.63,0,223,1,0,0.87,0.83,0,0,0,0,0,portsweep,18
2,tcp,eco_i,SH,40,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,0,0,0,0.11,0.97,0,203,3,0,0.85,0.8,0,0,0,0,0,satan,16
0,tcp,http,REJ,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,200,257,0.81,0.81,0,0,0.9,0.05,0,255,44,0.14,0,0,0,0.81,0,0,0,back,17
4,tcp,ftp_data,SF,2462,1148,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,15,2,0.01,0.01,0,0,0.9,0.1,0,192,22,0.86,0.14,0,0,0,0,0,0,normal,21
4,udp,domain_u,SF,1052,6529,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,8,0.03,0.03,0,0,0.98,0.02,0,86,50,0.95,0.05,0,0,0,0,0,0,normal,21
0,tcp,http,REJ,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,319,380,0.94,0.94,0,0,1.0,0.1,0,255,27,0.02,0,0,0,0.94,0,0,0,teardrop,20
5,tcp,smtp,SF,660,8510,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,4,5,0.05,0.05,0,0,0.9,0.1,0,201,56,1.0,0.0,0,0,0,0,0,0,normal,21
9,tcp,ftp_data,SF,1140,14824,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,12,0.01,0.01,0,0,0.98,0.02,0,95,197,0.86,0.14,0,0,0,0,0,0,normal,21
8,tcp,smtp,SF,1128,5997,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,11,5,0.01,0.01,0,0,0.92,0.08,0,140,52,0.98,0.02,0,0,0,0,0,0,normal,21
0,tcp,http,S0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,465,220,0.83,0.83,0,0,0.99,0.02,0,255,6,0.09,0,0,0,0.83,0,0,0,back,15
0,icmp,ecr_i,SF,1032,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,483,166,0.0,0.0,0,0,0.95,0.0,0,255,255,1.0,0,0,0,0.0,0,0,0,smurf,16
0,icmp,ecr_i,SF,1032,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,176,303,0.0,0.0,0,0,0.91,0.0,0,255,255,1.0,0,0,0,0.0,0,0,0,smurf,18
10,udp,smtp,SF,2186,620,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,6,4,0.0,0.0,0,0,0.96,0.04,0,59,61,0.98,0.02,0,0,0,0,0,0,normal,21
0,tcp,private,REJ,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,430,507,0.86,0.86,0,0,0.96,0.05,0,255,50,0.04,0,0,0,0.86,0,0,0,back,16
25,tcp,ftp,SF,522,1227,0,0,0,3,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,28,20,0,0,0,0,0,0,0,0,warezclient,11
0,tcp,private,REJ,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,209,508,0.92,0.92,0,0,0.95,0.01,0,255,2,0.07,0,0,0,0.92,0,0,0,neptune,20
0,tcp,http,S0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,448,368,0.81,0.81,0,0,0.98,0.07,0,255,46,0.13,0,0,0,0.81,0,0,0,back,20
8,tcp,http,SF,912,3621,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,14,12,0.0,0.0,0,0,0.97,0.03,0,22,55,0.93,0.07,0,0,0,0,0,0,normal,21
10,udp,domain_u,SF,1342,6287,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,12,0.0,0.0,0,0,0.91,0.09,0,242,155,1.0,0.0,0,0,0,0,0,0,normal,21
